O1_NUMORD,O1_NUMMOD,O1_FECORD,O1_DESCRP,O1_NUMPIE,O1_CANORD,O1_NOMTEL,O1_NUMCLI,O1_FECINI,O1_FECFIN,O1_INDINI,O1_INDFIN,O1_CLAAUT,O1_CLAGRA,O1_CLACOR,O1_CANCOR,O1_CLAMAQ,O1_PERMAQ,O1_TALLER,O1_FECMAQ,O1_CLAARM,O1_CANARM,O1_CANINC,O1_CLATER,O1_CANTER,O1_CLAEMB,O1_CLADET,O1_CONDET,O1_CLACAN,O1_CONCAN,O1_CLACOM,O1_LINRAP,O1_COSTOO
778,8397,19/09/2013,BLUSA MANGA 3/4,1,84,BOAL DOBLE GH-019,104,10/10/2013,20/10/2013,20131010,20131020,S,S,S,91,S,MARISA A.,,04/10/2013,S,95.0,,S,95.0,N,N,,N,,N,N,114.28
777,16573,19/09/2013,BODDY LARGO,1,400,RAY CHALLIS/LACE-4106,104,03/10/2013,13/10/2013,20131003,20131013,S,S,S,401,S,VARIOS,,27/09/2013,S,401.0,,S,401.0,N,N,,N,,N,N,145.65
779,3233,23/09/2013,VESTIDO CORTO SIN MANGAS,1,300,ENCAJE 11039-1/FORRO,113,01/10/2013,11/10/2013,20131001,20131011,S,S,S,186,S,ROSARIO,,03/10/2013,S,186.0,,S,186.0,N,N,,N,,N,N,80.03
780,9500,23/09/2013,BLUSA MANGA LARGA,1,2514,CHELSEA,103,16/10/2013,26/10/2013,20131016,20131026,S,S,S,2532,S,J.LUIS/TAURINO,,27/09/2013,S,2527.0,6.0,S,2523.0,N,N,,N,,N,N,122.58
781,3982,23/09/2013,VESTIDO CORTO SIN MANGAS,1,878,VERTIGO-XM,101,20/11/2013,30/11/2013,20131120,20131130,S,S,S,882,S,TALLER,,10/10/2013,S,862.0,,S,862.0,N,N,,N,,N,N,101.42
782,3839,23/09/2013,VESTIDO LARGO SIN MANGAS,1,1361,CHELSEA/FORRO,101,12/12/2013,22/12/2013,20131212,20131222,S,S,S,1362,N,,,,S,1362.0,,S,1362.0,N,N,,N,,N,N,140.10
783,3839,23/09/2013,VESTIDO LARGO SIN MANGAS,1,451,CHELSEA/FORRO,101,26/12/2013,05/01/2014,20131226,20140105,S,S,S,452,S,TAU/J.LUIS,,25/10/2013,S,452.0,,S,452.0,N,N,,N,,N,N,149.60
784,3982,23/09/2013,VESTIDO CORTO SIN MANGAS,1,68,VERTIGO-XM,101,28/12/2013,07/01/2014,20131228,20140107,S,S,S,76,S,VICTOR H,,11/10/2013,S,76.0,,S,76.0,N,N,,N,,N,N,95.34
785,8992,23/09/2013,BLUSA MANGA CORTA,1,1051,KABUL EST XP658/P.MESH,101,22/10/2013,01/11/2013,20131022,20131101,S,S,S,1048,S,VARIOS,,28/10/2013,S,1061.0,,S,1054.0,N,N,,N,,N,N,86.03
786,7274,23/09/2013,BLUSON MANGA 3/4 C/CINTO,1,1000,RAYON NYLON #905217 R/N,101,20/11/2013,30/11/2013,20131120,20131130,S,S,S,832,S,TAURINO/J.LUIS,,08/11/2013,S,832.0,,S,832.0,N,N,,N,,N,N,105.17
787,8927,23/09/2013,BLUSA SIN MANGAS,1,1497,KABUL XM,101,20/11/2013,30/11/2013,20131120,20131130,S,S,S,1466,S,J.LUIS/TAURINO,,11/10/2013,S,1465.0,1.0,S,1465.0,N,N,,N,,N,N,74.27
788,6183,23/09/2013,CHALECO,1,100,CAPITONADO/FORRO/TWILL,650,16/10/2013,26/10/2013,20131016,20131026,S,S,S,116,S,MARISA A.,,08/10/2013,S,114.0,,S,114.0,N,N,,N,,N,N,124.19
789,7325,23/09/2013,CHALECO,1,114,CAPITONADO/FORRO,650,16/10/2013,26/10/2013,20131016,20131026,S,S,S,136,S,MARISA,,11/10/2013,S,135.0,,S,135.0,N,N,,N,,N,N,105.94
790,3754,25/09/2013,VESTIDO SIN MANGAS,1,205,LACE/FORRO BOMBAY,113,11/10/2012,21/10/2012,20121011,20121021,S,S,S,160,S,ROSARIO,,04/10/2013,S,160.0,,S,160.0,N,N,,N,,N,N,77.59
791,9241,25/09/2013,BLUSA SIN MANGAS,1,2004,ST PONTE 1-A47000,101,02/10/2013,12/10/2013,20131002,20131012,S,S,S,2052,S,VARIOS,,04/10/2013,S,2052.0,1.0,S,2052.0,N,N,,N,,N,N,63.32
792,4088,25/09/2013,VESTIDO SIN MANGAS,1,2675,GASA/KABUL EST/BRESC/FORR,101,02/10/2013,12/10/2013,20131002,20131012,S,S,S,2677,S,VARIOS,,21/10/2013,S,2668.0,7.0,S,2662.0,N,N,,N,,N,N,117.53
793,16573,26/09/2013,BODY DE PANTALON,1,500,RAYON CHALLIS/ LACE 3089,710,03/10/2013,13/10/2013,20131003,20131013,S,S,S,539,S,VARIOS,,31/10/2013,S,535.0,4.0,S,534.0,N,N,,N,,N,N,162.46
794,9901,26/09/2013,CHALECO,1,2191,MICROFIBRA,101,13/11/2013,23/11/2013,20131113,20131123,S,S,S,2194,S,VARIOS,,09/10/2013,S,2189.0,,S,2189.0,N,N,,N,,N,N,118.66
795,9901,26/09/2013,CHALECO,1,312,MICROFIBRA,101,04/12/2013,14/12/2013,20131204,20131214,S,S,S,312,S,ACATIC,,18/10/2013,S,312.0,,S,312.0,N,N,,N,,N,N,120.34
796,9901,26/09/2013,CHALECO,1,124,MICROFIBRA,101,02/01/2014,12/01/2014,20140102,20140112,S,S,S,124,S,ACATIC,,18/10/2013,S,233.0,,S,233.0,N,N,,N,,N,N,120.34
797,9901,26/09/2013,CHALECO,1,143,MICROFIBRA,101,31/01/2014,09/02/2014,20140131,20140209,S,S,S,144,S,ACATIC,,18/10/2013,S,35.0,,S,35.0,N,N,,N,,N,S,119.22
798,9925,26/09/2013,CHALECO,1,1052,MICROFIBRA/RUSTICA,101,13/11/2014,23/11/2014,20141113,20141123,S,S,S,1052,S,CAPILLA,,18/10/2013,S,1043.0,,S,1036.0,N,N,,N,,N,N,98.62
800,9382,03/10/2013,BLUSA MANGA LARGA,1,265,BOAL DOBLE PRIMAVERA 22,114,10/10/2013,20/10/2013,20131010,20131020,S,S,S,312,S,ALBERTO L,,17/10/2013,S,312.0,,S,312.0,N,N,,N,,N,N,131.17
801,9747,03/10/2013,BLUSA MANGA 3/4,1,180,SILKY CHIFON,114,16/10/1913,26/10/2013,19131016,20131026,S,S,S,191,S,VER AVI;A,,17/10/2013,S,191.0,,S,191.0,N,N,,N,,N,N,80.02
802,9261,03/10/2013,BLUSA MANGA LARGA C/CINTO,1,180,POPELINA CUAD/POP. HILO,114,10/10/2013,20/10/2013,20131010,20131020,S,S,S,195,S,EDUARDO,,10/10/2013,S,195.0,,S,190.0,N,N,,N,,N,N,109.68
799,9449,03/10/2013,BLUSA MANGA 3/4,1,300,RAYON CHALLIS,296,09/10/2013,19/10/2013,20131009,20131019,S,S,S,300,S,EDUARDO,,04/10/2013,S,300.0,,S,300.0,N,N,,N,,N,N,104.82
803,16573,07/10/2013,BODDY LARGO,1,520,RAY CHALLIS/LACE-4106,104,23/10/2013,02/11/2013,20131023,20131102,S,S,S,496,S,A.SILVIA/LAURA,,11/10/2013,S,496.0,,S,496.0,N,N,,N,,N,N,148.75
804,16573,07/10/2013,BODDY LARGO,1,531,RAY CHALLIS/LACE-4106,104,23/10/2013,02/11/2013,20131023,20131102,S,S,S,555,S,LAURA/A.SILVIA,,08/11/2013,S,549.0,,S,549.0,N,N,,N,,N,N,146.69
805,16573,07/10/2013,BODDY LARGO,1,810,RAY CHALLIS/LACE-4106,104,23/10/2013,02/11/2013,20131023,20131102,S,S,S,763,S,ANA S./LAURA,,26/11/2013,S,750.0,,S,750.0,N,N,,N,,N,N,146.10
807,9420,07/10/2013,BLUSA MANGA 3/4,1,358,CROCHET KO-225 BRUSH/FORR,104,10/10/2013,20/10/2013,20131010,20131020,S,S,S,364,S,ANA SILVIA,,31/10/2013,S,364.0,,S,364.0,N,N,,N,,N,N,76.19
808,9420,07/10/2013,BLUSA MANGA 3/4,1,305,CROCHET KO-225 BRUSH/FORR,104,26/10/2013,05/11/2013,20131026,20131105,S,S,S,307,S,LAURA,,31/10/2013,S,301.0,,S,297.0,N,N,,N,,N,N,77.03
809,8764,07/10/2013,BLUSA MANGA LARGA,1,796,CUADRO DOBLE CARA ERN 66,104,31/10/2013,10/11/2013,20131031,20131110,S,S,S,740,S,JOSE LUIS,,15/11/2013,S,739.0,1.0,S,739.0,N,N,,N,,N,N,108.70
810,8397,07/10/2013,BLUSA MANGA 3/4,1,185,BOAL DOBLE GH-019,104,23/10/2013,02/11/2013,20131023,20131102,S,S,S,209,S,GUSTAVO HDZ,,01/11/2013,S,209.0,,S,209.0,N,N,,N,,N,N,108.78
806,9506,07/10/2013,BLUSA MANGA LARGA,1,255,CHIFFON WOV1.2/HI MULTI R,104,10/10/2013,20/10/2013,20131010,20131020,S,S,S,255,S,T3,,11/10/2013,S,250.0,,S,249.0,N,N,,N,,N,N,99.33
811,8992,08/10/2013,BLUSA MANGA CORTA,1,973,KABUL EST XP658/P.MESH,101,20/11/2013,30/11/2013,20131120,20131130,S,S,S,839,S,ACATIC,,05/11/2013,S,833.0,,S,833.0,N,N,,N,,N,N,84.29
814,9575,08/10/2013,BLUSA MANGA CORTA,1,3100,ELASTANO RAY/ELASTANO LIS,101,20/11/2013,30/11/2013,20131120,20131130,S,S,S,3146,S,VARIOS,,28/10/2013,S,3136.0,4.0,S,3136.0,N,N,,N,,N,N,55.82
1,3839,09/10/2013,VESTIDO LARGO SIN MANGAS,1,1951,CHELSEA/FORRO,101,09/01/2014,19/01/2014,20140109,20140119,S,S,S,1954,S,VARIOS,,25/10/2013,S,1931.0,19.0,S,1931.0,N,N,,N,,N,N,139.17
2,3839,09/10/2013,VESTIDO LARGO SIN MANGAS,1,402,CHELSEA/FORRO,101,22/01/2014,01/02/2014,20140122,20140201,S,S,S,403,S,ACATIC,,05/12/2013,S,403.0,,S,407.0,N,N,,N,,N,N,142.29
3,8927,09/10/2013,BLUSA SIN MANGAS,1,1722,KABUL XM,101,18/12/2013,28/12/2013,20131218,20131228,S,S,S,1726,S,TAU/J.LUIS,,25/10/2013,S,1715.0,6.0,S,1715.0,N,N,,N,,N,N,74.73
4,3982,09/10/2013,VESTIDO CORTO SIN MANGAS,1,74,VERTIGO-XM,101,18/12/2013,28/12/2013,20131218,20131228,S,S,S,77,S,VICTOR DELGADO,,23/10/2013,S,75.0,,S,75.0,N,N,,N,,N,N,100.09
816,9479,11/10/2013,BLUSA MANGA LARGA,1,309,CHIFON,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,314,S,MAYRA MERCADO,,22/10/2013,S,314.0,,S,315.0,N,N,,N,,N,N,96.09
817,4278,11/10/2013,VESTIDO SIN MANGAS,1,86,TECHNO EST./VERTIGO/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,98,S,VICTOR HUGO,,18/10/2013,S,98.0,,S,98.0,N,N,,N,,N,N,88.57
818,6155,11/10/2013,BLUSA MANGA CORTA,1,108,ESMERALD/WOOL DOBBY,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,110,S,VICTOR D.,,21/10/2013,S,109.0,,S,109.0,N,N,,N,,N,N,80.36
819,6161,11/10/2013,BLUSA MANGA LARGA,1,63,KABUL EST./CHELSEA/GASA,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,66,N,,,,S,65.0,,S,65.0,N,N,,N,,N,N,86.40
820,6177,11/10/2013,BLUSA SIN MANGAS,1,86,POLISEDA/MESH,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,88,S,CRISTINA SANDOVAL,,22/10/2013,S,87.0,1.0,S,87.0,N,N,,N,,N,N,61.99
821,6164,14/10/2013,BLUSA SIN MANGAS,1,56,LIBERIA/LACE 1586/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,45,S,ROSARIO,,18/10/2013,S,45.0,,S,45.0,N,N,,N,,N,N,62.72
822,6156,14/10/2013,BLUSA MANGA CORTA,1,63,P.KATSINA 1310/ELASTANO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,65,S,LUCILA M,,18/10/2013,S,65.0,,S,65.0,N,N,,N,,N,N,72.55
823,6212,14/10/2013,BLUSA MANGA CORTA,1,264,CREPE CRP-1400,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,270,S,T3,,31/10/2013,S,268.0,,S,268.0,N,N,,N,,N,N,75.75
824,9597,14/10/2013,BLUSA SIN MANGAS,1,216,CHIFON,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,228,S,VERO AVI;A,,11/11/2013,S,228.0,,S,228.0,N,N,,N,,N,N,86.56
825,9884,14/10/2013,BLUSA SIN MANGAS,1,86,LIBERIA/POLI PIEL,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,88,S,T2,,12/11/2013,S,86.0,,S,86.0,N,N,,N,,N,N,79.40
826,4073,14/10/2013,VESTIDO SIN MANGAS,1,86,GASA/GEORGETT/FORRO/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,90,S,T1,,11/11/2013,S,88.0,,S,88.0,N,N,,N,,N,N,109.05
827,4289,14/10/2013,VESTIDO SIN MANGAS,1,86,GASA/LACE/FORRO/FORRO/POL,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,86,S,RAMON P.,,25/10/2013,S,86.0,,S,86.0,N,N,,N,,N,N,122.30
828,9735,14/10/2013,BLUSA MANGA 3/4,1,216,CHIFFON,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,160,S,VERONICA AVI;A,,29/10/2013,S,160.0,,S,160.0,N,N,,N,,N,N,101.05
829,4279,14/10/2013,VESTIDO MANGA CORTA,1,86,GABARDINA JAQUARD #85600,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,89,S,ROCIO CASTA;EDA,,04/11/2013,S,89.0,,S,89.0,N,N,,N,,N,N,118.83
830,9789,14/10/2013,BLUSA MANGA 3/4,1,340,CHIFON PUNTOS/GASA,296,24/10/2013,03/11/2013,20131024,20131103,S,S,S,336,S,ANA ROSA/EDUARDO,,16/10/2013,S,334.0,,S,331.0,N,N,,N,,N,N,98.05
831,4300,14/10/2013,VESTIDO LARGO,1,56,CHIFFON WOV PTR/GASA/FORR,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,58,S,TALLER 3,,15/11/2013,S,58.0,,S,58.0,N,N,,N,,N,N,135.50
832,4280,14/10/2013,VESTIDO LARGO,1,56,CHELSEA/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,60,S,EDUARDO MU;OS,,12/11/2013,S,62.0,,S,60.0,N,N,,N,,N,N,130.99
833,6211,14/10/2013,BLUSA MANGA 3/4,1,108,ESMERALD STAR,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,110,S,NEI ZEPEDA,,25/10/2013,S,110.0,,S,110.0,N,N,,N,,N,N,88.87
834,6182,14/10/2013,BLUSA SIN MANGAS,1,86,GABARDINA JAQ/LACE/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,88,S,ROSARIO COBIAN,,08/11/2013,S,88.0,,S,88.0,N,N,,N,,N,N,83.34
835,6209,14/10/2013,BLUSA SIN MANGAS,1,86,CHELSEA,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,88,S,RAMON P,,07/11/2013,S,88.0,,S,88.0,N,N,,N,,N,N,91.18
836,9872,14/10/2013,BLUSA SIN MANGAS,1,101,JAQUARD KALU,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,124,S,VICTOR DELGADO,,23/10/2013,S,125.0,,S,124.0,N,N,,N,,N,N,97.34
837,16612,14/10/2013,PANTALON,1,88,GABARDINA JAQUARD 85600,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,91,N,,,,S,91.0,,S,91.0,N,N,,N,,N,N,95.28
838,16892,14/10/2013,PANTALON,1,78,POLISEDA/POLISEDA/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,82,S,T1,,31/10/2013,S,80.0,2.0,S,80.0,N,N,,N,,N,N,105.67
839,16635,14/10/2013,FALDA,1,56,VESTIGO/MESH,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,63,S,MAYRA,,31/10/2013,S,63.0,,S,63.0,N,N,,N,,N,N,70.32
840,16837,14/10/2013,BODY PANTALON,1,56,SATIN DULL,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,56,S,ROSARIO COBIAN,,08/11/2013,S,51.0,,S,53.0,N,N,,N,,N,N,146.81
841,16828,15/10/2013,PANTALON,1,56,POLYSPAN SINGLE /POLY S.N,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,65,S,T1,,31/10/2013,S,65.0,,S,65.0,N,N,,N,,N,N,109.82
842,4077,15/10/2013,VESTIDO MANGA CORTA,1,86,CERTIGO/MESH LENT/MESH,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,86,S,PAZ PONCE,,08/11/2013,S,86.0,,S,86.0,N,N,,N,,N,N,84.18
843,16827,15/10/2013,PANTALON,1,88,TECHNO EST. #30220/VERTIG,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,90,S,T1,,31/10/2013,S,90.0,,S,90.0,N,N,,N,,N,N,73.60
844,16850,15/10/2013,SHORT,1,56,VERTIGO/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,56,S,ROSARIO,,05/11/2013,S,56.0,,S,56.0,N,N,,N,,N,N,86.65
845,4301,15/10/2013,VESTIDO SIN MANGAS,1,56,PUNTO DE ROMA RAY/P.ROMA,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,63,S,T1,,11/11/2013,S,63.0,,S,63.0,N,N,,N,,N,N,85.83
846,9740,15/10/2013,BLUSA MANGA LARGA,1,108,ESMERALD STAR/POLI PIEL,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,96,S,CRISTINA SAND,,11/11/2013,S,94.0,2.0,S,94.0,N,N,,N,,N,N,122.72
847,6178,15/10/2013,BLUSA SIN MANGAS,1,101,VERTIGO/CHELSEA,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,102,S,T3,,11/11/2013,S,102.0,,S,102.0,N,N,,N,,N,N,74.68
848,16157,15/10/2013,LEGGINS,1,108,PUNTO DE ROMA/POLY SPAN,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,121,S,T1,,11/11/2013,S,121.0,,S,121.0,N,N,,N,,N,N,58.06
849,6299,15/10/2013,BLUSA MANGA LARGA,1,108,JAQUARD VIELKA 1316,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,110,S,T3,,28/10/2013,S,110.0,,S,109.0,N,N,,N,,N,N,78.34
850,16891,15/10/2013,PANTALON,1,56,GABARDINA SARGA EST XP703,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,56,S,RAQUEL JACINTO,,11/11/2013,S,56.0,,S,56.0,N,N,,N,,N,N,107.90
851,6300,15/10/2013,BLUSA MANGA LARGA,1,63,CHELSEA,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,62,S,T3,,11/11/2013,S,62.0,,S,62.0,N,N,,N,,N,N,135.08
852,6302,15/10/2013,BLUSA MANGA LARGA,1,108,CHIFFON HI MULTI-101,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,110,S,MAYRA MERCADO,,15/11/2013,S,110.0,,S,110.0,N,N,,N,,N,N,85.48
853,6301,15/10/2013,BLUSA SIN MANGAS,1,108,CHELSEA,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,110,S,LAURA SOLTERO,,12/11/2013,S,109.0,,S,109.0,N,N,,N,,N,N,94.37
854,9910,15/10/2013,BLUSA MANGA COTRTA,1,56,JAQUARD VIELKA,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,46,S,MAYRA,,31/10/2013,S,46.0,,S,46.0,N,N,,N,,N,N,77.00
855,4302,16/10/2013,VESTIDO MANGA 3/4,1,264,LIBERIA/FIDENZA/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,163,S,T 2,,12/11/2013,S,159.0,,S,159.0,N,N,,N,,N,N,140.29
856,4291,16/10/2013,VESTIDO MANGA CORTA,1,86,FIDENZA/MESH/POLY S/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,90,S,T3,,11/11/2013,S,90.0,,S,90.0,N,N,,N,,N,N,98.92
857,4296,16/10/2013,VESTIDO SIN MANGAS,1,86,POLISEDA/BRESC/MESH/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,98,S,ROSARIO C,,05/11/2013,S,98.0,,S,98.0,N,N,,N,,N,N,103.21
858,6012,16/10/2013,BLUSA MANGA CORTA,1,108,CDC SOLID,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,T3,,28/10/2013,S,133.0,1.0,S,133.0,N,N,,N,,N,N,74.02
859,9695,16/10/2013,BLUSA MANGA LARGA,1,108,MILANO/MESH,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,110,S,CRISTINA SAND,,11/11/2013,S,110.0,,S,110.0,N,N,,N,,N,N,81.11
860,9708,16/10/2013,BLUSA MANGA CORTA,1,56,GASA YATZIL NEGRO/KATSINA,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,50,S,ALEJANDRO LUNA,,07/11/2013,S,48.0,2.0,S,48.0,N,N,,N,,N,N,57.04
861,6162,16/10/2013,BLUSA MANGA LARGA,1,216,MILANO/FIDENZA,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,204,S,VICTOR DELGADO,,11/11/2013,S,204.0,,S,204.0,N,N,,N,,N,N,95.22
862,16830,16/10/2013,PANTALON,1,56,MARKIS RAYAS/FORRO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,56,S,EDUARDO MU;OS,,12/11/2013,S,56.0,,S,56.0,N,N,,N,,N,N,116.40
863,9769,16/10/2013,BLUSA MANGA CORTA,1,108,DYNASTY FALL/MILANO,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,110,S,T2,,04/11/2013,S,110.0,,S,109.0,N,N,,N,,N,N,85.29
864,6303,16/10/2013,BLUSA MANGA CORTA,1,108,BRESCIA/GASA YATZIL,123,10/11/2013,20/11/2013,20131110,20131120,S,S,S,110,S,T2,,04/11/2013,S,107.0,,S,107.0,N,N,,N,,N,N,83.10
868,3233,17/10/2013,VESTIDO CORTO SIN MANGAS,1,364,ENCAJE 1373/FORRO,113,04/11/2013,14/11/2013,20131104,20131114,S,S,S,374,S,ROSARIO,,23/10/2013,S,374.0,,S,374.0,N,N,,N,,N,N,73.42
865,3824,17/10/2013,VESTIDO MANGA CORTA,1,64,POP. ST LISA,113,04/11/2013,14/11/2013,20131104,20131114,S,S,S,60,S,VERO AVI;A,,07/11/2013,S,60.0,,S,60.0,N,N,,N,,N,N,155.01
866,9487,17/10/2013,BLUSA MANGA LARGA,1,291,SILK CHIFFON,113,04/11/2013,14/11/2013,20131104,20131114,S,S,S,294,S,ANA SILVIA,,12/11/2013,S,294.0,,S,293.0,N,N,,N,,N,N,105.23
867,9559,17/10/2013,BLUSA MANGA LARGA,1,108,LIBERIA/GASA YATZIL,113,04/11/2013,14/11/2013,20131104,20131114,S,S,S,126,S,VERONICA AVI;A,,29/10/2013,S,124.0,2.0,S,124.0,N,N,,N,,N,N,94.82
5,6023,18/10/2013,BLUSA SIN MANGAS,1,134,MEZCLILLA/CHIFFON,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,134,,13/11/2013,S,134.0,,S,134.0,N,N,,N,,N,N,93.61
6,16692,18/10/2013,BODY PANTALON,1,180,SATIN DULL,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,185,S,TALLER 1,,15/11/2013,S,180.0,,S,180.0,N,N,,N,,N,N,149.83
7,16699,18/10/2013,BODY PANTALON,1,200,MEZCLILLA LANCASTER,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,202,S,EDUARDO MU;OZ,,15/11/2013,S,202.0,,S,202.0,N,N,,N,,N,N,139.02
8,9949,18/10/2013,BLUSA SIN MANGAS,1,134,MEZCLILLA/MEZCLILLA,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,144,S,TALLER 3,,19/11/2013,S,143.0,,S,143.0,N,N,,N,,N,N,75.48
9,9804,18/10/2013,BLUSA SIN MANGAS,1,134,DIAMANTE XR ROYAL,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,EDUARDO MU;OZ,,28/11/2013,S,138.0,,S,138.0,N,N,,N,,N,N,86.57
10,9885,18/10/2013,BLUSA SIN MANGAS,1,134,MILANO,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,ROSARIO COBIAN,,21/11/2013,S,134.0,,S,134.0,N,N,,N,,N,N,99.35
11,6001,18/10/2013,BLUSA MANGA CORTA,1,157,KABUL EST-XM6112 /ELASTAN,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,161,S,ROSARIO COBIAN,,15/11/2013,S,161.0,,S,161.0,N,N,,N,,N,N,73.56
12,9795,18/10/2013,BLUSA SIN MANGAS,1,134,POLISEDA MONSESRAT,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,LUCIA MACIAS,,15/11/2013,S,134.0,,S,134.0,N,N,,N,,N,N,116.97
13,9152,18/10/2013,BLUSA MANGA 3/4,1,134,BOAL CUADRO PRI12/CAMBRAY,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,MARISA ARROYO,,19/11/2013,S,134.0,,S,134.0,N,N,,N,,N,N,117.88
14,6073,18/10/2013,BLUSA MANGA CORTA,1,134,RAYON CHALLIS/ESMERALD,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,RAMON PADILLA,,03/12/2013,S,133.0,,S,133.0,N,N,,N,,N,N,84.23
15,6006,18/10/2013,BLUSA SIN MANGAS,1,134,HIGH TWIS #905879,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,144,S,EDUARDO MU;OS,,15/11/2013,S,144.0,,S,144.0,N,N,,N,,N,N,81.20
16,6072,18/10/2013,BLUSA SIN MANGAS,1,134,RAYON CHALLIE,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,ACATIC,,21/11/2013,S,134.0,,S,134.0,N,N,,N,,N,N,78.81
17,9972,18/10/2013,BLUSA MANGA CORTA,0,134,,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,COMPRADA,,06/12/2013,S,134.0,,S,134.0,N,N,,N,,N,N,95.00
18,16643,18/10/2013,BODY SHORT,1,182,MEZCLILLA/BRESCIA,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,183,S,ACATIC,,21/11/2013,S,185.0,,S,185.0,N,N,,N,,N,N,129.25
19,4198,18/10/2013,VESTIDO SIN MANGAS,1,134,MEZCLILLA LANCASTER 1301,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,ANA ROSA,,20/11/2013,S,134.0,,S,134.0,N,N,,N,,N,N,147.44
20,4190,18/10/2013,VESTIDO SIN MANGAS,1,155,RAYON CHALLI-663 NEGRO,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,150,S,MARISA ARROYO,,04/12/2013,S,157.0,,S,157.0,N,N,,N,,N,N,105.67
21,9873,18/10/2013,BLUSA SIN MANGAS,1,134,GASA YATZIL/CHIFFON CREPE,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,VERO AVI;A,,28/11/2013,S,134.0,,S,134.0,N,N,,N,,N,N,95.22
22,9874,18/10/2013,BLUSA SIN MANGAS,1,134,CHIFFON RAYA/GASA/BRESCIA,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,156,S,CRISTINA SAND,,20/11/2013,S,155.0,,S,155.0,N,N,,N,,N,N,71.97
